T25,Threatened species,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
188,Costa Rica,2004,Threatened Species: Total (number),231,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2010,Threatened Species: Total (number),285,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2015,Threatened Species: Total (number),323,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2019,Threatened Species: Total (number),351,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2020,Threatened Species: Total (number),363,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2021,Threatened Species: Total (number),517,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
188,Costa Rica,2022,Threatened Species: Total (number),655,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2004,Threatened Species: Vertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2010,Threatened Species: Vertebrates (number),100,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2015,Threatened Species: Vertebrates (number),113,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2019,Threatened Species: Vertebrates (number),134,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2020,Threatened Species: Vertebrates (number),140,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2021,Threatened Species: Vertebrates (number),148,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2022,Threatened Species: Vertebrates (number),165,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2004,Threatened Species: Invertebrates (number),1,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2010,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2015,Threatened Species: Invertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2019,Threatened Species: Invertebrates (number),7,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2020,Threatened Species: Invertebrates (number),7,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2021,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2022,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2004,Threatened Species: Plants (number),105,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2010,Threatened Species: Plants (number),106,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2015,Threatened Species: Plants (number),107,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2019,Threatened Species: Plants (number),129,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2020,Threatened Species: Plants (number),133,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2021,Threatened Species: Plants (number),140,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2022,Threatened Species: Plants (number),158,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2004,Threatened Species: Total (number),167,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2010,Threatened Species: Total (number),210,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2015,Threatened Species: Total (number),226,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2019,Threatened Species: Total (number),270,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2020,Threatened Species: Total (number),280,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2021,Threatened Species: Total (number),298,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
384,Côte d’Ivoire,2022,Threatened Species: Total (number),333,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2004,Threatened Species: Vertebrates (number),46,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2010,Threatened Species: Vertebrates (number),77,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2015,Threatened Species: Vertebrates (number),84,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2019,Threatened Species: Vertebrates (number),93,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2020,Threatened Species: Vertebrates (number),97,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2021,Threatened Species: Vertebrates (number),104,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2022,Threatened Species: Vertebrates (number),112,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2004,Threatened Species: Invertebrates (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2010,Threatened Species: Invertebrates (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2015,Threatened Species: Invertebrates (number),67,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2019,Threatened Species: Invertebrates (number),79,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2020,Threatened Species: Invertebrates (number),80,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2021,Threatened Species: Invertebrates (number),80,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2022,Threatened Species: Invertebrates (number),95,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2004,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2010,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2015,Threatened Species: Plants (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2019,Threatened Species: Plants (number),25,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2020,Threatened Species: Plants (number),35,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2021,Threatened Species: Plants (number),35,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2022,Threatened Species: Plants (number),37,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2004,Threatened Species: Total (number),57,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2010,Threatened Species: Total (number),101,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
191,Croatia,2015,Threatened Species: Total (number),159,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
